1, 64, 64, 64, 64, 8, 1, 0.09728
1, 58, 58, 58, 64, 2, 1, 0.138752
1, 3, 58, 58, 4, 8, 6, 0.028672
1, 58, 3, 58, 32, 3, 2, 0.012288
1, 58, 58, 3, 32, 5, 1, 0.012288
1, 3, 3, 58, 32, 1, 1, 0.009216
1, 3, 58, 3, 32, 1, 1, 0.009216
1, 58, 3, 3, 8, 12, 1, 0.008704
1, 3, 3, 3, 32, 2, 1, 0.009216
1, 58, 58, 58, 64, 1, 9, 0.089088
1, 3, 58, 58, 4, 8, 4, 0.014848
1, 58, 3, 58, 32, 13, 1, 0.00512
1, 58, 58, 3, 32, 1, 1, 0.005632
1, 3, 3, 58, 8, 4, 1, 0.003584
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 8, 4, 1, 0.003584
1, 3, 3, 3, 32, 2, 1, 0.003584
1, 64, 64, 64, 64, 13, 1, 0.066048
1, 64, 64, 64, 32, 1, 1, 0.254464
1, 64, 64, 64, 64, 6, 1, 0.097792
1, 58, 58, 58, 64, 2, 1, 0.13312
1, 3, 58, 58, 4, 6, 4, 0.026112
1, 58, 3, 58, 64, 3, 1, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011264
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 8, 4, 1, 0.008704
1, 58, 3, 3, 12, 8, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.009216
1, 58, 58, 58, 64, 11, 1, 0.08448
1, 3, 58, 58, 4, 32, 3, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 64, 1, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 3, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.134656
1, 3, 58, 58, 4, 14, 4, 0.026624
1, 58, 3, 58, 64, 4, 1, 0.011776
1, 58, 58, 3, 32, 3, 1, 0.011776
1, 3, 3, 58, 8, 4, 1, 0.008704
1, 3, 58, 3, 32, 1, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 5, 1, 0.008704
1, 3, 3, 3, 32, 2, 1, 0.003584
1, 58, 58, 58, 64, 12, 1, 0.085504
1, 3, 58, 58, 4, 24, 1, 0.0128
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 16, 2, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.146432
1, 3, 58, 58, 4, 12, 4, 0.029696
1, 58, 3, 58, 32, 2, 3, 0.011776
1, 58, 58, 3, 32, 2, 2, 0.011776
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 4, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 3, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.004096
1, 58, 58, 58, 64, 14, 1, 0.108032
1, 3, 58, 58, 4, 28, 2, 0.019968
1, 58, 3, 58, 32, 1, 1, 0.00512
1, 58, 58, 3, 32, 5, 1, 0.00512
1, 3, 3, 58, 32, 2, 1, 0.004096
1, 3, 58, 3, 32, 2, 1, 0.004096
1, 58, 3, 3, 64, 1, 1, 0.004096
1, 64, 64, 64, 64, 14, 1, 0.065024
1, 64, 64, 64, 16, 1, 2, 0.254464
1, 64, 64, 64, 64, 4, 3, 0.095232
1, 58, 58, 58, 32, 2, 2, 0.131584
1, 3, 58, 58, 4, 8, 3, 0.026624
1, 58, 3, 58, 64, 3, 1, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011264
1, 3, 3, 58, 8, 4, 1, 0.008704
1, 3, 58, 3, 8, 2, 2, 0.008704
1, 58, 3, 3, 16, 2, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.009216
1, 58, 58, 58, 64, 11, 1, 0.083968
1, 3, 58, 58, 4, 60, 2, 0.012288
1, 58, 3, 58, 64, 1, 1, 0.004608
1, 58, 58, 3, 32, 1, 1, 0.004608
1, 3, 3, 58, 8, 28, 1, 0.003072
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 32, 2, 1, 0.003584
1, 3, 3, 3, 8, 4, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.134144
1, 3, 58, 58, 4, 4, 12, 0.02816
1, 58, 3, 58, 64, 4, 1, 0.013824
1, 58, 58, 3, 16, 3, 2, 0.013824
1, 3, 3, 58, 32, 1, 1, 0.01024
1, 3, 58, 3, 32, 1, 1, 0.01024
1, 58, 3, 3, 4, 20, 2, 0.009728
1, 3, 3, 3, 32, 6, 1, 0.01024
1, 3, 3, 3, 32, 1, 1, 0.004096
1, 58, 58, 58, 64, 3, 4, 0.086016
1, 3, 58, 58, 4, 8, 1, 0.0128
1, 58, 3, 58, 64, 3, 1, 0.004608
1, 58, 58, 3, 32, 1, 1, 0.004608
1, 3, 3, 58, 32, 2, 1, 0.003584
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.144896
1, 3, 58, 58, 4, 6, 4, 0.030208
1, 58, 3, 58, 16, 4, 3, 0.011776
1, 58, 58, 3, 32, 3, 1, 0.011776
1, 3, 3, 58, 32, 1, 1, 0.008704
1, 3, 58, 3, 8, 4, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 24, 4, 1, 0.008704
1, 3, 3, 3, 16, 2, 1, 0.004096
1, 58, 58, 58, 64, 16, 1, 0.107008
1, 3, 58, 58, 4, 32, 1, 0.019968
1, 58, 3, 58, 64, 1, 1, 0.00512
1, 58, 58, 3, 64, 1, 1, 0.00512
1, 3, 3, 58, 32, 2, 1, 0.004096
1, 3, 58, 3, 32, 3, 1, 0.004096
1, 58, 3, 3, 32, 1, 1, 0.004096
1, 64, 64, 64, 64, 14, 1, 0.065536
1, 64, 64, 64, 32, 1, 1, 0.254464
1, 64, 64, 64, 64, 4, 1, 0.097792
1, 58, 58, 58, 64, 2, 1, 0.132096
1, 3, 58, 58, 4, 8, 6, 0.026112
1, 58, 3, 58, 64, 3, 1, 0.011776
1, 58, 58, 3, 32, 3, 1, 0.011776
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 6, 1, 0.008704
1, 58, 3, 3, 16, 2, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.009216
1, 58, 58, 58, 16, 1, 44, 0.085504
1, 3, 58, 58, 4, 60, 2, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 32, 2, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 16, 2, 1, 0.003584
1, 3, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 32, 2, 2, 0.134656
1, 3, 58, 58, 4, 6, 4, 0.026624
1, 58, 3, 58, 32, 3, 2, 0.011776
1, 58, 58, 3, 32, 3, 1, 0.011776
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 8, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 11, 1, 0.085504
1, 3, 58, 58, 4, 6, 12, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 64, 2, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 3, 1, 0.003584
1, 58, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.146432
1, 3, 58, 58, 4, 8, 6, 0.029696
1, 58, 3, 58, 32, 3, 2, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011776
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 4, 8, 1, 0.008704
1, 3, 3, 3, 16, 2, 2, 0.008704
1, 3, 3, 3, 32, 2, 1, 0.004096
1, 58, 58, 58, 64, 1, 15, 0.108032
1, 3, 58, 58, 4, 24, 1, 0.019968
1, 58, 3, 58, 32, 4, 1, 0.00512
1, 58, 58, 3, 32, 2, 1, 0.00512
1, 3, 3, 58, 32, 3, 1, 0.004096
1, 3, 58, 3, 32, 2, 1, 0.004096
1, 58, 3, 3, 32, 1, 1, 0.004096
1, 64, 64, 64, 64, 7, 2, 0.06656
1, 64, 64, 64, 16, 1, 2, 0.254464
1, 64, 64, 64, 64, 4, 2, 0.096256
1, 58, 58, 58, 64, 2, 1, 0.13312
1, 3, 58, 58, 4, 6, 4, 0.026112
1, 58, 3, 58, 32, 3, 2, 0.011776
1, 58, 58, 3, 64, 3, 1, 0.011776
1, 3, 3, 58, 24, 4, 1, 0.008704
1, 3, 58, 3, 8, 8, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 7, 1, 0.008704
1, 58, 58, 58, 16, 1, 44, 0.085504
1, 3, 58, 58, 4, 64, 1, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 32, 3, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 3, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.132608
1, 3, 58, 58, 4, 4, 6, 0.026624
1, 58, 3, 58, 32, 3, 2, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011264
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 5, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 16, 1, 46, 0.084992
1, 3, 58, 58, 4, 12, 2, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 32, 1, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 1, 1, 0.003584
1, 58, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.147456
1, 3, 58, 58, 4, 8, 6, 0.029184
1, 58, 3, 58, 64, 3, 1, 0.012288
1, 58, 58, 3, 16, 3, 2, 0.011776
1, 3, 3, 58, 16, 2, 1, 0.008704
1, 3, 58, 3, 16, 4, 1, 0.008704
1, 58, 3, 3, 16, 2, 1, 0.008704
1, 3, 3, 3, 32, 5, 1, 0.008704
1, 3, 3, 3, 32, 2, 1, 0.004096
1, 58, 58, 58, 64, 14, 1, 0.10752
1, 3, 58, 58, 4, 8, 2, 0.019968
1, 58, 3, 58, 64, 1, 1, 0.00512
1, 58, 58, 3, 32, 1, 1, 0.00512
1, 3, 3, 58, 16, 2, 1, 0.004096
1, 3, 58, 3, 24, 4, 1, 0.004096
1, 58, 3, 3, 16, 2, 1, 0.004096
1, 64, 64, 64, 64, 15, 1, 0.065536
1, 64, 64, 64, 32, 1, 1, 0.256
1, 64, 64, 64, 64, 4, 1, 0.097792
1, 58, 58, 58, 64, 2, 1, 0.133632
1, 3, 58, 58, 4, 8, 6, 0.026112
1, 58, 3, 58, 32, 3, 2, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011264
1, 3, 3, 58, 8, 8, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 16, 2, 1, 0.008704
1, 3, 3, 3, 32, 6, 1, 0.008704
1, 58, 58, 58, 64, 11, 1, 0.08448
1, 3, 58, 58, 4, 6, 16, 0.012288
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 64, 1, 1, 0.004608
1, 3, 3, 58, 32, 3, 1, 0.003584
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 32, 2, 1, 0.003584
1, 3, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.133632
1, 3, 58, 58, 4, 4, 6, 0.026624
1, 58, 3, 58, 64, 1, 3, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011264
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 32, 4, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 11, 1, 0.083968
1, 3, 58, 58, 4, 16, 2, 0.012288
1, 58, 3, 58, 64, 1, 1, 0.004608
1, 58, 58, 3, 32, 1, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.147456
1, 3, 58, 58, 4, 8, 6, 0.029696
1, 58, 3, 58, 32, 4, 1, 0.012288
1, 58, 58, 3, 16, 3, 2, 0.011776
1, 3, 3, 58, 8, 4, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 16, 6, 1, 0.008704
1, 3, 3, 3, 16, 2, 1, 0.004096
1, 58, 58, 58, 64, 15, 1, 0.108032
1, 3, 58, 58, 4, 24, 1, 0.019968
1, 58, 3, 58, 32, 4, 1, 0.00512
1, 58, 58, 3, 32, 2, 1, 0.00512
1, 3, 3, 58, 32, 3, 1, 0.004096
1, 3, 58, 3, 8, 4, 1, 0.004096
1, 58, 3, 3, 16, 2, 1, 0.004096
1, 64, 64, 64, 64, 16, 1, 0.065024
1, 64, 64, 64, 16, 1, 2, 0.256
1, 64, 64, 64, 64, 2, 4, 0.093184
1, 58, 58, 58, 64, 2, 1, 0.13312
1, 3, 58, 58, 4, 6, 4, 0.026624
1, 58, 3, 58, 64, 4, 1, 0.011776
1, 58, 58, 3, 32, 5, 1, 0.011776
1, 3, 3, 58, 32, 3, 1, 0.008704
1, 3, 58, 3, 32, 3, 1, 0.008704
1, 58, 3, 3, 4, 8, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.009216
1, 58, 58, 58, 64, 1, 11, 0.08448
1, 3, 58, 58, 4, 4, 2, 0.012288
1, 58, 3, 58, 64, 1, 1, 0.004608
1, 58, 58, 3, 32, 1, 1, 0.004608
1, 3, 3, 58, 32, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 3, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 64, 2, 1, 0.134656
1, 3, 58, 58, 4, 8, 6, 0.026624
1, 58, 3, 58, 32, 2, 3, 0.011776
1, 58, 58, 3, 16, 3, 4, 0.011264
1, 3, 3, 58, 8, 4, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 16, 6, 1, 0.008704
1, 3, 3, 3, 16, 2, 1, 0.003584
1, 58, 58, 58, 16, 1, 42, 0.08448
1, 3, 58, 58, 4, 16, 1, 0.0128
1, 58, 3, 58, 32, 1, 1, 0.004608
1, 58, 58, 3, 16, 2, 1, 0.004608
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 32, 2, 1, 0.003584
1, 58, 3, 3, 32, 1, 1, 0.003584
1, 58, 58, 58, 32, 2, 2, 0.144896
1, 3, 58, 58, 4, 4, 12, 0.029696
1, 58, 3, 58, 32, 2, 3, 0.011776
1, 58, 58, 3, 16, 3, 2, 0.011776
1, 3, 3, 58, 16, 2, 1, 0.008704
1, 3, 58, 3, 32, 1, 1, 0.008704
1, 58, 3, 3, 32, 1, 1, 0.008704
1, 3, 3, 3, 8, 4, 1, 0.008704
1, 3, 3, 3, 32, 1, 1, 0.004096
1, 58, 58, 58, 64, 15, 1, 0.106496
1, 3, 58, 58, 4, 24, 1, 0.019968
1, 58, 3, 58, 32, 3, 1, 0.00512
1, 58, 58, 3, 32, 5, 1, 0.00512
1, 3, 3, 58, 32, 2, 1, 0.004096
1, 3, 58, 3, 32, 1, 1, 0.004096
1, 58, 3, 3, 32, 1, 1, 0.004096
1, 64, 64, 64, 64, 16, 1, 0.065536
1, 64, 64, 64, 32, 1, 1, 0.255488
1, 64, 64, 64, 64, 6, 1, 0.095744
1, 58, 58, 58, 64, 2, 1, 0.140288
1, 3, 58, 58, 4, 4, 12, 0.028672
1, 58, 3, 58, 16, 4, 3, 0.012288
1, 58, 58, 3, 16, 3, 2, 0.011776
1, 3, 3, 58, 16, 6, 1, 0.008704
1, 3, 58, 3, 16, 2, 1, 0.009216
1, 58, 3, 3, 8, 1, 32, 0.008704
1, 3, 3, 3, 16, 2, 1, 0.009216
1, 58, 58, 58, 64, 1, 9, 0.088064
1, 3, 58, 58, 4, 32, 1, 0.014848
1, 58, 3, 58, 32, 1, 1, 0.005632
1, 58, 58, 3, 32, 3, 1, 0.005632
1, 3, 3, 58, 16, 2, 1, 0.003584
1, 3, 58, 3, 16, 2, 1, 0.003584
1, 58, 3, 3, 64, 1, 1, 0.003584
1, 3, 3, 3, 24, 4, 1, 0.003584
1, 64, 64, 64, 64, 15, 1, 0.065536
1, 64, 64, 64, 32, 1, 1, 0.256
